1,2
2,3
3,7
4,5
5,11
7,29
13,53
17,103
19,191
31,311
55,331
59,709
85,1021
109,1091
133,1597
159,3181
197,3547
227,5449
317,8243
361,10831
415,11621
457,13711
521,16673
799,17579
859,18899
1073,32191
1163,37217
1637,62207
1691,71023
1861,74441
1997,87869
2053,94439
2633,94789
3011,96353
3167,114013
3397,115499
3721,171167
3833,229981
5207,437389
7633,457981
9199,496747
11603,649769
13469,673451
13549,704549
14099,761347
16103,869563
17483,874151
17693,884651
18113,905651
18637,1304591
19891,1551499
21209,2290573
31667,2343359
34453,2480617
35093,2526697
37189,2603231
38161,2671271
41317,2726923
45863,2843507
47057,3105763
47303,3784241
54709,4267303
54737,4926331
58603,5508683
58617,5744467
62809,7160227
76357,8704699
101401,10140101
102307,10844543
117899,10846709
124567,11958433
128141,12301537
138163,15750583
152351,19196227
170167,24504049
193097,27805969
258941,31590803
297679,35126123
325517,44921347
359663,45317539
374909,45738899
417031,46707473
424783,70513979
611179,73341481
613751,73650121
615707,84967567
664021,91634899
707467,110364853
779729,123197183
860831,156671243
1126291,180206561
1264997,197339533
1277821,204451361
1367917,229810057
1380457,245721347
1415551,271785793
1591529,299207453
1940777,326050537
1991923,358546141
2425607,412353191
2545019,417383117
2679809,568119509
3286961,611374747
3710071,690073207
4511501,757932169
4595119,771979993
4715693,820530583
4722079,1104966487
6164339,1121909699
6238447,1534657963
7050811,1819109239
10084901,2299357429
10796441,2353624139
11306051,2464719119
13213801,2748470609
14219107,2786944973
14317547,2834874307
15394009,2955649729
15397631,2956345153
15764239,3499661059
16031531,3558999883
17886697,4936728373
19928317,5380645591
23740247,6267425209
27507569,7647104183
30581429,8807451553
35973271,9065264293
39544207,10439670649
44392751,10743045743
45363641,10978001123
47602487,11234186933
48246407,12833544263
54933341,13513601887
57868997,17013485119
67947637,19976605279
73342163,20829174293
79977221,21593849671
85180141,22317196943
87719191,22631551279
93021949,24371750639
95204897,24562863427
98387059,26564505931
104832397,28724076779
108616531,29326463371
112859179,29569104899
116737993,29884926209
122384323,34512379087
127813579,39622209491
140368819,41268432787
141202631,42360789301
154205101,45953120099
154641337,62784382823
214876261,64462878301
215650243,67282875817
226836221,70772900953
240070097,73941589877
259362553,75733865477
267963529,83068693991
279591827,88910200987
305011717,89673444799
308556011,91332579257
314635517,106346804747
321509987,108027355633
355040341,110062505711
373896541,118151306957
374425253,119816080961
387182191,120026479211
410214859,135370903471
429364379,150277532651
442228099,159202115641
458121431,170421172333
499003103,186627160523
513809323,187026593573
527526053,189909379081
600996497,227176675867
656388443,233674285709
779037241,266430736423
831510781,284376687103
899446271,287822806721
914871907,290929266427
924528467,310641564913
944951173,317503594129
952152361,342774849961
1015630351,371720708467
1079895673,414679938433
1101795593,528861884641
1366568353,546627341201
1459411661,598358781011
1658141399,626777448823
1718796941,632517274289
1731782737,703103791223
1875514229,731450549311
2022739249,784822828613
2076471151,905341421837
2209085941,941070610867
2447757497,944834393843
2480747297,952606962049
2565482923,954359647357
2568171149,960496009727
2666000257,1103724106399
2925422939,1111660716821
3051735341,1123038605489
3094910443,1182255789227
3101408161,1209549182791
3159143749,1213111199617
3192320507,1417390305109
3894698099,1589036824393
4028983027,1764694565827
4429904683,1780821682567
4601049577,1812813533339
4612777739,1937366650381
4999120669,2099630680981
5101843091,2152977784403
5128395529,2215466868529
5189517859,2293766893679
5369273321,2362480261241
5774240869,2413632683243
5879644961,2481210173543
6057602647,2532077906447
6127373297,2548987291553
6301946951,2810668340147
6481285543,2994353920867
6732239603,3069901258969
7094982253,3263691836381
7903835951,3319611099421
7940454917,3732013810991
8336948101,3834996126461
9170004511,4016461975819
9368391247,4384407103597
10033306321,4494921231809
10339728511,4818313486127
10520777951,4923724081069
11489375507,5032346472067
11577380699,5487678451327
11907340427,5882226170939
13156253473,6630751750393
14798327129,7014407059147
16238118397,7274677041857
16267273943,7417876918009
17688053431,7428982441021
17723219317,7514644990409
17808691421,7693354693873
17810748331,7765486272317
18031133933,8005823466253
18065538973,8021099304013
18332930257,8249818615651
18593703991,8478729019897
18743781737,8547164472073
19090539487,8590742769151
20330327741,8701380273149
20366437253,10875677493103
22789941721,11075911676407
23696311721,11658585366733
23843214043,12303098446189
25782656629,12324109868663
26955313079,12776818399447
27366736543,12971833121383
28642836589,13175704830941
28680238129,14282758588243
30589207079,14315748912973
31817548291,15845139048919
35091923869,16984491152597
36099096511,17327566325281
36673176307,22664022957727
